B_rate,G_A_CH4,G_A_C2H6,G_A_C3H8,G_A_iC4H10,G_A_nC4H10,G_A_iC5H12,G_A_nC5H12,G_A_C6H14,Re_A**2,B_rate**2,w_prev,Cx_A_C3H8**2,Cx_A_iC4H10**2,Cx_A_nC4H10**2,G_B_nC4H10
71.79250592592591,0.07905718115672707,3.290427282838439,27.84252722880298,12.3877853033406,17.282649748552153,3.278528357140919,3.2288070851561224,3.602860028554611,160228371954.7647,5154.163907124107,0.28221791297352244,5.0286935199024265,0.03290198433984244,0.7071971856293072,17.404048570710867
71.93955827160487,0.08888633684991824,3.359382464051994,26.894370720563987,12.322428773376789,17.445244028002104,3.442447804992562,3.4218560806043197,3.99565246066113,159839316257.05096,5175.3000443136325,0.2799571066929751,0.03794146507109844,0.0019521440966238492,0.01473767402152299,17.41764075546274
72.12468962962964,0.10058281281710023,3.7052384642581155,28.25598166887453,12.149973486184878,16.88263121897208,3.2064057375278283,3.147300544474264,3.5680751627696803,168145186249.45303,5201.970854170406,0.27930794054091324,1.5657084960267926,0.015443563600724327,0.0007619406548823337,17.341713566506755
72.27828831275721,0.10227468784112885,3.866684066937587,29.57596498181322,12.056511619481434,16.4320368591622,2.993830212059365,2.905301446901632,3.0899044892955256,173140556044.90463,5224.150961422056,0.2810895975141221,0.44918387245781555,0.03862586348700023,0.21075660181794834,17.29727133973866
72.45409037037034,0.09100291158772197,3.6188245698525496,29.382408654803136,12.201835572352229,16.60484964745797,3.0136305892639723,2.93310303382405,3.094696534569603,168454684026.00912,5249.595211397792,0.28235618307286703,4.496503735558485,0.06700306409551265,0.7486307063784189,17.241454292781253
72.29094148148151,0.08031147594658741,3.1998746128264717,26.86779831885312,12.404108133021875,17.4721633898073,3.414854577819438,3.3974848395790964,4.10173403935811,156926922357.64456,5225.980220278984,0.28147860417324366,4.146309180686107,0.006408468779437975,0.40526547444718064,17.159365028197715
72.26381176954735,0.08607916137720606,3.309498226458377,26.485378300057324,12.201633847351996,17.227495798753196,3.3830132293517727,3.371108399819457,3.9781892986668135,155294297983.7218,5222.05849146457,0.27883938969286853,0.16835933350538845,0.022413562421986714,0.09784281502564005,17.12769647192711
71.838692345679,0.09543628342522399,3.610147066096602,27.5619127712008,12.013978049278107,16.739094581357076,3.19226494995573,3.152174696348506,3.638109381764117,161799007296.2222,5160.797717937117,0.27560647649664527,1.1016495976834173,0.005454232836326765,0.009959905634940138,17.124137011387553
71.55783423868313,0.09753970412283891,3.836322315563822,29.319227289817835,11.927063471835968,16.20492747872971,2.927827570944862,2.849034772432678,3.0575322051008427,169067612902.53336,5120.523640930852,0.27678142609861794,0.08928434072400612,0.048716781107444734,0.14825767292377504,17.11582624083903
71.66511893004116,0.08761834162029841,3.5146061593087308,28.75768320315253,12.161506290804338,16.622518616742155,3.0455215544374257,2.9885900754283923,3.3471383032365236,164125322351.03662,5135.889271256944,0.2792256070166236,3.6549430485627648,0.09031071586725539,0.82973655481229,17.112102141832644
