G_A_C2H6,Re_A**2,Cx_A_C2H6,Cx_A_C3H8,Cx_A_iC4H10,Cx_A_nC4H10,Cx_A_C2H6**2,G_B_C2H6
3.290427282838439,160228371954.7647,-0.4895807365672429,-2.24247486494329,0.1813890413995356,0.8409501683389493,0.23968929761772406,3.2870504355182613
3.359382464051994,159839316257.05096,-0.003376847320177845,-0.19478569010863822,-0.044183074775572706,0.12139882215871367,1.1403097823792292e-05,3.34006646383621
3.7052384642581155,168145186249.45303,-0.019316000215783724,1.251282740241706,0.12427213525454661,-0.027603272539362678,0.00037310786433615686,3.28155572474819
3.866684066937587,173140556044.90463,-0.42368273950992563,-0.6702118116370492,0.19653463686332806,0.45908234753467525,0.1795070637586355,3.2934403455229493
3.6188245698525496,168454684026.00912,-0.5732437214146375,-2.1204961059993686,0.2588495008600802,0.8652344805764614,0.32860836414130257,3.2898746089096966
3.1998746128264717,156926922357.64456,-0.328949960942853,-2.036248801273093,0.08005291237324208,0.6366046453232812,0.10820807680430451,3.2862237870872417
3.309498226458377,155294297983.7218,0.08634917426077005,0.4103161384900531,-0.1497115974865899,-0.31279836160958396,0.007456179895516832,3.2919084113161823
3.610147066096602,161799007296.2222,-0.01758981514219471,1.0495949683965797,0.07385277812192825,-0.09979932682608705,0.0003094015967365823,3.24513557494432
3.836322315563822,169067612902.53336,-0.36501149115228193,-0.2988048539164083,0.2207187828605548,0.38504243003047733,0.13323338867321238,3.2224425713676386
3.5146061593087308,164125322351.03662,-0.6138797441961836,-1.911790534698497,0.30051741358406403,0.9108987621093192,0.37684834033437187,3.232865203401184
3.193042598604821,156558675285.76868,-0.28174095590754655,-1.1765120554528785,0.09397167602761414,0.4895835250904881,0.0793779662356981,3.2896256496215766
3.2822624499866295,158768382931.54013,0.09658305101675557,1.2940463747847453,0.0011782653123422193,-0.2523410928329888,0.009328285743705209,3.338590272184595
3.6789206664978362,168986730255.3076,0.05632782219796528,2.094562770430233,0.04016428780482961,-0.4990150510191569,0.0031728235535655905,3.3225335419625766
3.9207250932521767,177251385292.24002,-0.35638712453525967,-0.32971377105232236,0.252640250579379,0.39625384720779877,0.12701178253451068,3.364914345241063
3.807087220991386,175238687049.38403,-0.5558107480111136,-1.8303477830015744,0.34663935680778124,0.850463964097532,0.30892558760467365,3.5343169656819757
2.6791747176076575,105048504066.3274,-0.27277025530941046,-0.5375051605559555,0.32983633587715033,0.496123291309452,0.07440361218156097,3.44223037280499
2.789665649074079,109608708667.6826,0.7630556551973324,6.214127059254903,2.4234861362712152,3.1962336878490785,0.5822539329286303,2.9726257020982847
3.561732375180518,152573001424.74658,0.18296005302420548,2.547808731426379,0.6250224357081837,0.5717605754738688,0.03347438100262008,2.9936467918534633
4.2339579879887665,171285266346.40558,-0.5680855833270546,-1.727818765101528,-0.6249721677465505,-0.8623160182019589,0.3227212299840399,3.1559529772500667
4.073403877010843,172455822038.43213,-1.0780050107386998,-2.512340615121552,-0.40572906205157366,-0.12108509959022662,1.1620948031777443,3.258874674819006
2.955178062403289,166039035599.71176,-0.8145292021918373,-2.3195524620871204,-0.041221044351559044,0.5103341902453824,0.663457821223271,3.2846530887475023
3.3703499613138477,171128746016.52432,0.32947502634421344,3.3416607618460787,1.6761254379622912,2.563175004094184,0.10855379298452014,3.327941431484247
3.526383004000912,173914180867.6543,-0.04240852982960064,-0.32025799847756886,-0.8708698932573693,-1.406507572991078,0.0017984834023081272,3.4241313036742884
3.8696518946899277,186288855115.9814,-0.10225170032662367,0.3317713286807198,-0.43433149219449874,-0.8637267953064196,0.010455410219685652,3.480536989310518
3.9181485037867243,188985940340.9696,-0.38911490537940985,-1.394902933163685,-0.1824703439611799,-0.02848285036309406,0.15141040958842708,3.5089801917795667
3.8848418677374212,189419107210.74796,-0.40916831200715764,-2.027847604612809,0.025335846526338912,0.49734402367037944,0.1674187075507867,3.5406302196869923
3.367329916797202,172966268651.09293,-0.3442116480504289,-2.4813084842405893,0.06781960406979692,0.7320872334434441,0.11848165865359235,3.5560794238208193
3.0269012354479554,161613252088.25662,0.18874950702361737,-0.26096265410381037,-0.06437028387871635,0.1459944404032143,0.03562637640165858,3.5336754620382
3.197716877867718,168234715768.25348,0.5067742265902444,1.9525027896214553,-0.18336998921818015,-0.625157701854782,0.25682011673614036,3.612314471917788
3.456683348612374,173561312999.65414,0.41459759405007013,1.7692227395975593,-0.1464158814300287,-0.6974372034819396,0.17189116499210674,3.640057143348671
3.7170635801459793,181750252408.96252,0.18337379473629678,0.836272798587423,0.14413958107124358,-0.023971048080326796,0.033625948595989504,3.6223489626614906
3.6571634255945047,181459235026.44446,-0.09471461748448862,-0.883858289203264,0.21354154870688724,0.4927267984477339,0.008970858765232997,3.659341323808547
3.3251625883408473,170900522703.2688,0.002177898214042351,-0.8878487773164565,0.011323405442031031,0.24992773583497652,4.743240630728862e-06,3.5573426058137345
3.1438478252019255,165215723282.0332,0.2321800174728872,0.3544217220276735,-0.11832064902249506,-0.15298831666510537,0.0539075605137102,3.582126066205764
3.3867364606610817,170907263541.77414,0.4382782410038386,2.3671353711042613,-0.2235487092887798,-0.9064849699323148,0.19208781653741883,3.5227683680617328
3.574899462271536,176150316688.83466,0.13603190740065108,0.9584988395425711,-0.06335293959283383,-0.3804663875560834,0.018504679831059308,3.5243091782560807
3.739656937441971,180916719848.13394,-0.05059028401545529,-0.45335364395449673,0.03601016301055715,0.0887734931177171,0.002559376836764431,3.502054647230701
3.4701354045998927,175265442311.6696,-0.23760229021127,-1.9238483911604938,0.10910649059712796,0.6420001457541495,0.05645484831364057,3.49345571985992
3.1340220815068385,164131118294.15494,0.023320315260027424,-1.460436463131991,-0.15679461273739648,0.19438653239786063,0.000543837103827068,3.508681527470168
3.2214716001352417,165707734227.45297,0.3746594459633297,1.0459003207398716,-0.19451659569817892,-0.4140197656124869,0.14036970044954913,3.5060312842120713
3.4511422309471698,175438438480.47348,0.28455968407682963,0.824801514742326,-0.16582853808149167,-0.3579817871013766,0.08097421380190509,3.50557908356169
3.5496316235102956,181216576232.5851,0.05443685261452025,-0.5692468310226566,-0.1026285777581748,-0.059886683526322315,0.002963370922575,3.56318950847303
3.390106614944669,177859703479.0859,0.013557884962734246,-2.279156030655276,-0.03981331449973524,0.5886736885123369,0.0001838162446627354,3.5551786145464304
3.1168327857757743,169483977286.8914,0.16507199960176155,-2.1242992685895423,-0.19077404491936356,0.4798407416655266,0.027248765052523966,3.5806327252577983
3.0915739736723293,165996986341.52975,0.463799939482024,-0.5013705067730392,-0.4215060090982252,-0.1837608880094237,0.21511038386352915,3.5780743701092748
3.4747168915207225,174262570418.3949,0.4865003964369454,0.6079144198520048,-0.2911281282657967,-0.3716722221342508,0.23668263573330506,3.588633535004107
3.692910209666966,179471355798.5011,0.11391664348338448,-0.6873189779468838,-0.036829684933810114,0.23326384286081492,0.012977001662520525,3.548461973665354
3.604280809676465,177402734570.6039,-0.14444823600161172,-1.8698188112464038,0.08060195539713888,0.6422248952416325,0.020865292883977316,3.529782050880716
3.1874954618275346,166059367334.27075,-0.07449875879574908,-1.8004874301289746,0.05689889374798973,0.6458226824461093,0.0055500650621072,3.5365619261969634
3.145140121714874,163546850573.6792,0.3490664643694288,0.6738599843380442,-0.15842260219853266,-0.25895531773494795,0.1218473965473737,3.6317448056736534
3.122556639953897,161206606988.3088,0.48660468395877965,1.2311331048719012,-0.27299628571150514,-0.7258457094504323,0.23678411845062383,3.9358448693226245
3.6258232578376752,175440030604.76282,0.8132882293687276,1.6276323829309298,-0.16699836839248938,-0.5886655345996594,0.66143774402972,3.834973725175473
3.4586101001036833,171616519378.55322,0.20915046733779796,-1.44032360010549,-0.05598732327947786,0.5065485779081484,0.04374391798761929,3.680301053319107
3.110802368246458,159430029888.6112,0.22169095321542365,-1.3334632620909836,-0.14934861373073893,0.41360835783396865,0.049146878737563154,3.673221420917252
3.142193857222888,159122329491.40076,0.5624190526707942,0.7797162588114368,-0.13116222736918637,-0.03899241286124777,0.31631519080711357,3.588509914810526
3.4939044319776174,169422236627.1352,0.44631605758763815,0.7794976016764288,-0.14665190574377363,-0.22130581119060722,0.19919802326057193,3.5486535930197123
3.6280589035540216,175127270864.7069,0.05474916104209493,-1.0554322922715684,0.14114430488048413,0.4303058584452977,0.0029974706348132453,3.579136826383694
3.406939842367899,173368181004.75806,-0.048922077170327594,-1.8852795876253943,0.2949000458605635,0.87222489168526,0.0023933696346594884,3.6482002955890183
3.025935669789101,166665664711.22122,0.24126045322111933,-1.6610992050412499,0.0793261081074963,0.4840383441471019,0.05820660628845991,3.70217904938572
3.040438373542395,166098779222.62225,0.676243379596619,0.6647366802583967,-0.3668233994957184,-0.5434704764386495,0.4573051084482569,3.6810022500429183
3.4161280319692486,174861801262.52124,0.640563876500523,1.5200158414984806,-0.5047873924511972,-0.7161509206877561,0.41032207987737734,3.5305639942900275
3.706058751359239,180307461503.8024,0.1144359623207789,-1.0794550124964388,-0.29074208012526803,0.32134876362127685,0.01309558947228273,3.6548708746853613
4.164190936175042,188601959972.09464,-0.051187876673877586,-0.8930133796590489,-0.21393546688881315,0.4344333571293575,0.002620198718380101,3.526432997792852
4.165988521978853,188764825405.67722,-0.6377579383821899,-2.5339962932936935,-0.24987611263781417,1.020112630796529,0.4067351879695011,3.5608365927200847
4.169329908352021,189067749505.05508,-0.6051519292587679,-2.1815459198286042,-0.2085290528662327,0.966522080739189,0.3662088574856089,3.5784129608210384
4.173606450186812,189455807457.77136,-0.590916947530983,-2.009660026021784,-0.1897678132817333,0.929273440284085,0.34918283887933455,3.5387938693789915
4.182370779617784,190252335140.10764,-0.6348125808078202,-2.477688107464786,-0.2733905298264361,0.8974223184723584,0.40298701275188525,3.540426742052392
4.208967589065169,192679759512.5468,-0.6419440375653922,-2.6334521062205773,-0.28290773519336554,0.915736809084887,0.41209214736575767,3.5504416223997777
4.120335317749921,184650315624.2759,-0.6585259666653918,-2.5887034778904408,-0.32433592914834364,0.8483655691790695,0.43365644877258863,3.5223628759885064
3.9965138104119298,173719099202.4162,-0.597972441761415,-2.2985724355473955,-0.13922120558141238,1.2154834244657131,0.3575710411061088,3.4816542246004047
3.951412881843112,169820359247.09402,-0.514859585811525,-1.7602170243374324,0.11345067644056073,1.568699921699313,0.2650803931020151,3.3989848252416452
4.001265373830143,174132423438.67667,-0.5524280566014665,-2.1637074033283845,-0.04872092577759979,1.2937857924240959,0.30517675772047315,3.3714632501880635
4.0530717959013,178670777119.40384,-0.6298021236420794,-2.718326781128276,-0.3730476422251119,0.7732758311600403,0.3966507149440731,3.353851113905408
4.079520021655814,181010209253.66458,-0.6992206819958917,-3.210761559926034,-0.5799870728105283,0.42967636424805633,0.48890956213079995,3.3679175537786534
4.080569442417376,181103347810.59207,-0.7116024678771602,-3.1494846850190896,-0.5312014179345734,0.4838462989519208,0.5063780722888648,3.3707002747201984
4.084209181302156,181426568814.6211,-0.7098691676971778,-3.393666722202795,-0.5850425904556342,0.47392838198848963,0.5039142352470839,3.4072934339054672
3.777047309600617,173544335610.28043,-0.6769157473966887,-3.0970861064221147,-0.505688018162763,0.5931084228947867,0.45821492907361766,3.4170802712886013
3.379342317917991,164483173208.78085,-0.35996703831201593,-1.915837525092055,-0.45926110121443386,0.22889386266881218,0.12957626867112434,3.4064844607015403
3.2120880297262824,178348046509.56564,0.027142142783549428,-0.5927176706063015,-0.20338832833752107,-0.018152608343214638,0.0007366959148825843,3.3725582049994256
3.435506064362743,170740730642.90823,0.16047017527314322,1.4037946933693775,1.9403136201292188,3.7934746393380347,0.025750677152193306,3.4417306042040097
3.014153643995138,159456277483.0169,0.006224539841266807,-2.3382064120587422,-0.4802716803378875,0.2962170416560461,3.8744896235517814e-05,3.4409143910643123
2.943813205981357,155286161787.43863,0.42676074706917433,0.4536843400541244,-0.7926471129913448,-1.0895534403737521,0.1821247352390398,3.4206223029308718
3.3106559572076684,164940276129.60208,0.4768090969495149,1.6530386788025488,-0.6125352060199134,-1.2766756630698453,0.2273469149338119,3.443694328795457
3.5811815247844603,174046142653.2055,0.13303837158778853,-0.036964976197719324,-0.23699298610459962,-0.3290412305058368,0.0176992083147305,3.4356083288100505
3.656394495203167,177135129866.68118,-0.14557319597440976,-1.980221015960673,-0.1839472238008817,0.4366873533465494,0.02119155538620391,3.4406630248914247
3.4394595491049045,171926962719.6694,-0.21573147031174233,-2.6136563286721746,-0.23702462099347343,0.6119587178983146,0.046540067282866165,3.4758214018759372
3.0313409136419476,159408280120.06445,0.036361852771032765,-1.5484214120789446,-0.4330451629881651,0.14398661137524016,0.0013221843369422633,3.4727352056467646
3.211187627811022,162254504540.9552,0.44139429200481706,0.936292854755294,-0.5932752484783048,-0.7391257633418036,0.19482892101443372,3.483899398445404
3.4344746413155667,168448885587.52954,0.2727117706343818,0.9080116184344433,-0.3490089033361965,-0.42457498790158255,0.07437170984253966,3.481764746720939
3.5438811681521982,172641571784.45325,0.04729010540537226,-0.41062298859033675,-0.11644850035459697,0.28961918653700636,0.0022363540692512188,3.4629924728855763
3.316831724072792,167674268415.95187,-0.0808886952666219,-1.9244020008895824,-0.1141528371690228,0.695236788257585,0.00654298102193642,3.495758492119953
